# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24

  215,20190620,  247,   37,   40,   60,    9,   20,    2,  130,   10,  162,  122,   24,  188,   15,  104,   24,   70,   42, 2029,    1,    2,    2,   10,10122,10158,   24,10087,    2,   50,    2,   75,   12,    6,   86,   98,    2,   75,   14,   34
  215,20190621,  268,   31,   39,   70,   11,    0,   23,  110,   12,  146,   87,   24,  184,   10,   65,   24,  149,   89, 2824,    0,    0,    0,    1,10197,10235,   23,10159,    1,    1,   24,   81,   17,    2,   82,  100,   22,   62,   17,   46
  215,20190622,   57,   32,   34,   60,   18,   10,    1,   90,   12,  168,   74,    3,  221,   14,   55,    6,  133,   79, 2582,    0,    0,    0,    1,10219,10235,    1,10200,   18,    1,    1,   82,    8,    2,   70,  100,    1,   52,   11,   44
  215,20190623,   94,   32,   34,   50,   16,   20,    5,   90,   15,  227,  147,    4,  292,   15,  134,    6,  121,   72, 2651,    0,    0,    0,    1,10182,10202,    1,10162,   18,   68,   15,   83,   22,    7,   62,   83,    3,   45,   15,   50
  215,20190624,  127,   17,   37,   60,   12,   20,   20,   90,    8,  245,  195,    4,  315,   16,  179,   24,  113,   67, 2561,    0,    0,    0,    1,10174,10179,   22,10171,   11,   64,   22,   83,    1,    7,   66,   91,   24,   44,   15,   50
  215,20190625,  242,    7,   35,   50,   13,   10,    5,   90,   14,  246,  176,   24,  328,   15,  171,   24,   95,   57, 2477,    0,    0,    0,    1,10171,10209,   24,10154,    9,   35,   21,   81,   14,    6,   74,   97,   23,   50,   13,   49
  215,20190626,  357,   51,   55,   80,   17,   30,    1,  110,   16,  176,  155,   24,  207,   13,  153,   24,   77,   46, 1890,    0,    0,    0,    1,10262,10291,   23,10209,    1,   33,    5,   75,   19,    5,   87,   98,    5,   76,   19,   33
  215,20190627,   27,   48,   51,   80,   17,   30,   23,  110,   17,  164,  134,   23,  204,   14,  126,   24,  149,   89, 3009,    0,    0,    0,    1,10292,10301,    8,10280,   24,   68,   18,   80,   13,    2,   76,   85,   23,   64,   11,   51
  215,20190628,   56,   38,   39,   50,   15,   30,    1,   80,   10,  183,  139,    1,  231,   16,  131,    6,  108,   65, 2708,    0,    0,    0,    1,10254,10278,    1,10225,   24,   65,   22,   77,   19,    3,   72,   87,   23,   57,   14,   48
  215,20190629,  119,   31,   33,   40,    1,   10,   24,   70,   10,  234,  144,    4,  311,   16,  134,    6,  155,   93, 2992,    0,    0,    0,    1,10171,10220,    1,10111,   24,   65,   24,   81,   20,    0,   62,   91,   24,   35,   14,   58
  215,20190630,  273,   38,   44,   70,    6,   10,    1,  120,    5,  188,  150,   23,  227,    5,  120,   24,  122,   73, 2651,    0,    0,    0,    1,10147,10172,   16,10098,    4,   62,   10,   80,   17,    3,   79,   93,    1,   68,   18,   47
  215,20190701,  273,   48,   50,   70,    8,   20,   21,  120,   12,  174,  151,   21,  194,   13,  133,   24,  136,   81, 2577,    0,    0,    0,    1,10188,10218,   23,10160,    1,   64,    1,   81,   17,    4,   76,   91,    1,   62,   17,   45
  215,20190702,  347,   36,   39,   60,   14,   20,    3,   90,   14,  166,  114,   24,  206,   12,   71,   24,  128,   77, 2818,    0,    0,    0,    1,10239,10251,   24,10216,    2,   65,    3,   81,   11,    2,   72,   92,    3,   49,   11,   48
  215,20190703,  360,   39,   42,   70,   14,    0,    5,  110,   15,  145,   87,    3,  194,   13,   50,    6,  109,   65, 2375,    0,    0,    0,    1,10265,10273,   23,10251,    3,    8,    4,   81,   14,    2,   73,  100,    4,   58,   13,   39
  215,20190704,  313,   18,   23,   50,   14,    0,    5,   80,   14,  150,   72,    4,  191,   12,   41,    6,  139,   84, 2804,    0,    0,    0,    1,10242,10271,    1,10198,   24,   65,    2,   81,    9,    6,   76,   97,    2,   59,   10,   46
  215,20190705,  294,   30,   33,   50,   11,    0,   24,   90,   13,  171,  119,   23,  203,   11,   90,   24,  101,   61, 2573,    0,    0,    0,    1,10177,10193,    1,10143,   24,    6,   22,   80,    9,    4,   79,  100,   22,   66,    9,   44
  215,20190706,  304,   27,   35,   60,   12,   10,    1,   90,    7,  157,  114,    1,  196,    9,   90,    6,   46,   28, 1503,   35,   34,   11,   17,10125,10144,   24,10110,    6,   38,    1,   75,    8,    6,   87,   98,    1,   77,    8,   25
  215,20190707,  338,   37,   39,   60,   10,   10,   23,  100,   10,  141,   96,   23,  181,   12,   78,   24,   73,   44, 2077,    0,    0,    0,    1,10166,10189,   23,10139,    2,   65,   22,   82,   12,    4,   74,   94,   22,   54,   11,   34
  215,20190708,  329,   48,   50,   80,   12,   10,   23,  120,   10,  140,   93,   24,  172,   13,   77,   24,   53,   32, 1817,    7,    5,    4,    6,10206,10222,   23,10188,    1,   65,   23,   80,   16,    7,   74,   97,   24,   65,   17,   29
  215,20190709,  334,   25,   28,   50,   16,    0,    4,   80,   10,  141,   74,    3,  180,   12,   59,    6,   84,   51, 2312,    0,    0,    0,    1,10219,10224,    8,10214,    3,   38,    1,   81,   15,    7,   78,   98,    1,   63,   12,   37
  215,20190710,  177,   23,   25,   50,    9,   20,    1,  100,   12,  153,  130,    1,  173,   12,  113,    6,    0,    0,  660,   60,   54,   14,   12,10190,10215,    1,10150,   24,   39,   19,   80,    8,    8,   86,   98,   19,   66,    9,   11
  215,20190711,  258,   19,   26,   50,   11,   10,   21,   80,   11,  180,  140,   24,  220,   16,  123,   24,   61,   37, 1837,    0,   -1,   -1,    1,10124,10144,    1,10115,   24,    1,   23,   80,   16,    6,   86,  100,   22,   69,   16,   32
  215,20190712,  304,   36,   42,   70,   14,   10,    2,  110,   13,  168,  150,    1,  193,    8,  138,    6,   30,   18, 1335,   32,  200,  108,   11,10128,10163,   23,10103,    3,   14,   10,   70,    8,    8,   91,   98,    1,   83,   14,   23
  215,20190713,  338,   48,   51,   80,   15,   20,    7,  110,   15,  165,  150,   24,  194,   13,  148,   24,   36,   22, 1604,    3,    6,    5,    8,10193,10214,   21,10163,    1,   50,   18,   75,   14,    8,   86,   94,   18,   76,   20,   27
  215,20190714,  355,   45,   47,   70,   15,   30,    4,  110,   10,  155,  134,    5,  190,   14,  135,    6,   32,   20, 1691,   13,   11,    6,    5,10212,10216,   19,10206,    3,   56,    6,   75,    1,    8,   81,   96,    5,   73,   13,   28
  215,20190715,  331,   29,   31,   50,   11,   10,    4,   90,   11,  148,  129,    3,  173,   14,  128,    6,    2,    1, 1038,    0,   -1,   -1,    1,10209,10214,   14,10204,   24,   59,    2,   80,    9,    8,   84,   96,   22,   68,    9,   17
  215,20190716,  301,   18,   20,   30,   10,    0,   23,   70,   14,  154,  101,   24,  192,   16,   72,   24,   68,   42, 1862,    0,    0,    0,    1,10190,10201,    1,10177,   23,    1,   22,   80,   15,    6,   80,  100,   24,   67,   15,   31
  215,20190717,  348,    6,   14,   40,   15,    0,    1,   60,   13,  172,   87,    5,  235,   13,   63,    6,  109,   67, 2495,    0,    0,    0,    1,10150,10173,    1,10120,   24,    1,    1,   80,   17,    4,   82,  100,    3,   58,   14,   43
  215,20190718,  230,   32,   38,   60,   14,   20,    1,  110,   14,  185,  150,   24,  215,   10,  139,   24,   28,   17, 1453,    6,   20,   12,   18,10109,10121,   24,10102,    6,   30,   24,   75,   14,    8,   84,   98,   24,   66,   12,   26
  215,20190719,  244,   14,   24,   60,   14,   10,    1,   90,   13,  182,  122,    5,  224,   14,  104,    6,   43,   27, 1598,    0,   -1,   -1,    1,10128,10136,   12,10109,   24,    1,    3,   81,   15,    7,   84,  100,    1,   60,   15,   28
  215,20190720,  219,   42,   50,   90,   17,   10,    1,  160,   17,  189,  168,    2,  229,   13,  154,    6,   58,   36, 1293,   29,  102,   29,   14,10103,10144,   24,10078,    5,   50,   14,   75,    5,    6,   85,   97,    7,   70,   17,   23
  215,20190721,  273,   32,   34,   60,   16,   10,   20,   90,   16,  180,  134,   23,  209,   15,  110,   24,  113,   70, 2545,    0,    0,    0,    1,10206,10231,   21,10149,    1,   65,    1,   82,   12,    8,   75,   97,   22,   57,   14,   45
  215,20190722,  235,   39,   42,   70,    9,   10,    1,  120,   10,  194,  140,    3,  250,   15,  114,   24,  125,   78, 2616,    0,    0,    0,    1,10224,10230,   11,10218,    6,   35,   24,   81,   15,    4,   79,   98,   24,   61,   15,   47
  215,20190723,   99,   15,   24,   40,   19,    0,    1,   70,   15,  238,  121,    4,  305,   15,   98,    6,  147,   92, 2660,    0,    0,    0,    1,10194,10220,    1,10156,   24,    2,    2,   83,   20,    1,   67,  100,    2,   42,   13,   52
  215,20190724,  201,   12,   32,   60,   13,    0,   24,  110,   13,  246,  171,   24,  335,   13,  141,   24,  124,   78, 2439,    0,    0,    0,    1,10140,10158,   23,10126,   11,   22,   24,   80,   10,    3,   71,   98,   24,   45,   12,   48
  215,20190725,  107,   27,   32,   60,   13,    0,    4,  120,   24,  276,  163,    2,  355,   16,  136,    6,  133,   84, 2445,    0,    0,    0,    1,10132,10155,    5,10104,   20,    3,    4,   80,   12,    3,   65,   99,    2,   41,   13,   50
  215,20190726,  341,   19,   47,   70,    1,   20,   23,  120,    1,  247,  180,   24,  334,   12,  173,   24,  106,   67, 2375,    0,   -1,   -1,    1,10086,10128,    1,10061,   21,   57,   24,   81,    8,    6,   70,   98,   24,   43,   11,   47
  215,20190727,  276,   26,   33,   70,   15,   20,    1,  100,   15,  200,  177,    1,  251,   12,  170,    6,   50,   32, 1777,    5,   11,    8,   19,10030,10054,    1,10020,   16,   41,   24,   62,   11,    7,   93,   98,    1,   77,   13,   32
  215,20190728,  266,   34,   38,   60,   15,   20,    1,  100,   18,  180,  151,   24,  191,   16,  141,   24,    2,    1,  457,    0,   -1,   -1,    1,10045,10089,   24,10015,    4,   27,    3,   70,   15,    8,   93,   98,    1,   83,   19,    8
  215,20190729,  252,   11,   29,   60,   13,   10,   20,   80,   11,  188,  143,    3,  233,   12,  120,   24,  123,   78, 2492,    0,    0,    0,    1,10111,10121,   21,10090,    1,   56,    6,   82,   18,    2,   76,   97,    2,   54,   10,   44
  215,20190730,  191,   28,   41,   70,   13,   20,    1,  110,   12,  209,  145,    4,  268,   14,  114,    6,  128,   82, 2394,    0,   -1,   -1,    1,10107,10120,   23,10099,    9,   66,    6,   82,   19,    2,   68,   90,    4,   43,   13,   44
  215,20190731,  213,   58,   60,   90,   16,   40,   22,  160,   16,  178,  160,   22,  208,   16,  151,   24,   61,   39, 1204,   45,  194,   52,   11,10137,10154,   20,10117,    1,   38,   10,   79,   17,    6,   81,   97,   10,   64,   18,   21
  215,20190801,  251,   45,   50,   70,   10,   30,   20,  100,    8,  182,  163,    3,  211,   13,  155,   24,   69,   44, 1804,    4,    4,    4,    8,10158,10165,   14,10148,    3,   59,    8,   75,   12,    6,   87,   94,    5,   79,   11,   32
  215,20190802,  322,   54,   64,  100,   12,   30,   24,  150,   12,  188,  166,    3,  215,   16,  160,    6,   70,   45, 1599,    7,   10,    7,    6,10154,10180,   23,10136,   10,   63,    6,   75,   13,    7,   87,   95,    6,   77,   13,   28
  215,20190803,  341,   31,   32,   50,    8,    0,   22,   80,   12,  177,  130,   23,  212,   15,   97,   24,   54,   35, 1717,    0,    0,    0,    1,10187,10198,   12,10179,    1,    3,   24,   80,    9,    7,   82,  100,   24,   66,    9,   30
  215,20190804,  112,    8,   22,   30,    8,    0,    1,   70,    9,  195,  123,    1,  245,   14,   91,    6,   84,   55, 2054,    0,    0,    0,    1,10152,10178,    1,10112,   24,    1,    1,   80,   13,    7,   82,  100,    2,   61,   13,   37
  215,20190805,  242,   43,   48,   80,   13,   10,    2,  130,   14,  198,  164,   24,  227,   15,  154,   24,   70,   46, 1925,    1,    1,    1,    2,10102,10114,    1,10095,    4,   57,    6,   75,   13,    7,   81,   94,    1,   63,   14,   35
  215,20190806,  242,   42,   43,   60,    8,   20,   21,  100,    7,  189,  155,    3,  222,   14,  147,    6,   84,   55, 1902,    0,   -1,   -1,    1,10089,10102,    8,10067,   24,   63,    2,   80,   14,    7,   78,   94,    2,   66,   14,   34
  215,20190807,  239,   54,   55,   90,   14,   30,    3,  130,   11,  188,  164,    6,  215,   16,  158,    6,  111,   73, 2170,    5,   12,   11,    5,10069,10084,   23,10057,    3,   42,    1,   80,   15,    4,   79,   93,    5,   63,   15,   39
  215,20190808,  259,   35,   40,   70,   11,   10,   19,  110,   12,  185,  132,   23,  215,   13,  103,   24,  113,   75, 2188,    0,    0,    0,    1,10108,10123,   13,10082,    1,   56,   22,   80,   15,    5,   78,   98,   22,   61,   15,   39
  215,20190809,  158,   32,   44,   70,   24,   20,   21,  120,   23,  198,  155,    1,  245,   17,  136,    6,   19,   13,  794,   29,   35,   14,    5,10055,10104,    1,10031,   18,   63,    7,   75,    3,    7,   85,   94,   11,   75,   22,   14
  215,20190810,  224,  102,  104,  130,   12,   70,    5,  240,   18,  194,  169,    9,  217,   15,  167,   12,   86,   57, 1639,    7,   23,   19,    9,10079,10121,   24,10036,    2,   59,    3,   75,    1,    4,   72,   91,    5,   60,   18,   30
  215,20190811,  223,   62,   64,   80,    1,   40,   22,  140,    1,  178,  153,   24,  208,   12,  144,   24,   43,   29, 1324,    0,   -1,   -1,    1,10129,10136,   10,10121,    1,   64,    2,   75,   20,    6,   75,   85,   24,   64,   14,   23
  215,20190812,  231,   20,   31,   50,    7,   10,   17,   90,   11,  160,  136,   24,  201,   12,  133,   24,   29,   19, 1160,   49,   53,   19,   23,10139,10153,   23,10126,    2,   58,   10,   75,   11,    7,   89,   97,   21,   77,   11,   20
  215,20190813,  251,   39,   45,   80,   15,   20,    1,  120,    2,  145,  102,    4,  186,   10,   88,    6,   75,   50, 1604,   37,   93,   53,    2,10167,10179,   24,10151,    1,   61,   11,   82,    9,    6,   79,   97,    1,   62,    9,   26
  215,20190814,  188,   42,   45,   70,   12,   20,    2,  120,   13,  158,  109,    4,  208,   13,   95,    6,   39,   26, 1436,   61,  107,   35,    1,10147,10176,    1,10085,   24,   41,   24,   80,   11,    7,   86,   98,   21,   61,   12,   24
  215,20190815,  262,   53,   60,   90,   11,   20,   24,  140,   13,  175,  116,   24,  201,   13,   94,   24,   46,   31, 1424,   28,   30,   12,    8,10105,10161,   24,10062,    4,   50,    4,   80,   19,    7,   82,   98,    5,   65,   22,   25
  215,20190816,  202,   32,   34,   60,   10,   10,    3,  100,   13,  168,  100,    2,  212,   14,   79,    6,   30,   20, 1283,   30,   13,    6,   22,10132,10163,    5,10072,   24,   60,   22,   80,    9,    8,   82,   97,    1,   65,   10,   22
  215,20190817,  214,   51,   53,   70,    5,   30,   22,  130,    2,  179,  158,   23,  210,   12,  151,   24,   25,   17,  935,   24,   26,   18,    3,10059,10066,   20,10051,    5,   27,    7,   75,   14,    8,   88,   98,    7,   74,   17,   16
  215,20190818,  225,   45,   48,   70,   17,   20,   10,  130,   17,  170,  153,    9,  199,   15,  153,    6,   43,   30, 1013,    7,    2,    1,    6,10062,10098,   24,10038,    7,   61,    5,   75,   12,    6,   84,   95,    3,   70,   16,   17
  215,20190819,  230,   57,   58,   70,    9,   30,   24,  140,   13,  172,  136,   24,  203,   15,  132,   24,  105,   72, 1913,    6,   14,   10,   11,10146,10183,   24,10099,    1,   61,   22,   74,   13,    5,   76,   94,   24,   58,   14,   33
  215,20190820,  242,   35,   40,   70,   11,   10,   22,  110,   13,  154,   97,   24,  195,   12,   71,   24,  114,   79, 1969,    0,    0,    0,    1,10226,10264,   24,10185,    1,   25,   24,   80,    9,    2,   81,   98,    5,   64,   17,   33
  215,20190821,  246,   12,   21,   40,   10,    0,   20,   70,   14,  153,   96,    2,  214,   11,   63,   24,   90,   63, 1684,    0,    0,    0,    1,10272,10282,    8,10259,   24,    1,   23,   80,   15,    3,   83,  100,    1,   58,   16,   28
  215,20190822,  251,   24,   27,   60,   12,    0,    1,   90,   12,  154,   88,    5,  216,   14,   54,    6,  128,   90, 2189,    0,    0,    0,    1,10253,10257,   11,10246,    4,    1,    1,   80,   11,    4,   77,  100,    1,   53,   12,   36
  215,20190823,   74,    4,   18,   40,   16,   10,    1,   60,   15,  182,  101,    4,  249,   13,   70,    6,  116,   81, 2053,    0,    0,    0,    1,10250,10265,    9,10232,   24,    3,    3,   77,   13,    5,   77,  100,    1,   44,   13,   36
  215,20190824,   92,   16,   20,   30,    2,   10,    5,   60,   13,  208,  140,    6,  290,   15,  100,    6,  128,   90, 2125,    0,    0,    0,    1,10204,10228,    1,10186,   18,   58,   24,   80,   15,    1,   69,   98,   24,   30,   15,   39
  215,20190825,   47,    5,   15,   30,   10,    0,    6,   50,   11,  216,  129,    5,  309,   14,   93,    6,  119,   84, 2101,    0,    0,    0,    1,10191,10202,   21,10183,    4,    9,    4,   81,   12,    4,   70,   99,    4,   30,   15,   39
  215,20190826,   65,   14,   19,   40,   12,    0,    1,   70,   12,  234,  134,    5,  307,   14,  102,    6,  119,   85, 1968,    0,    0,    0,    1,10182,10197,    9,10165,   24,    1,    2,   80,   13,    1,   69,  100,    3,   44,   14,   38
  215,20190827,   17,    6,   15,   40,   16,    0,    4,   60,   14,  234,  167,    4,  321,   15,  142,    6,  109,   78, 1826,    0,    0,    0,    1,10145,10164,    1,10125,   24,    6,    5,   72,   13,    2,   80,   99,    5,   47,   14,   35
  215,20190828,  252,   28,   28,   60,    8,    0,    1,  110,    8,  203,  158,    5,  245,   15,  136,    6,   32,   23, 1189,    8,    2,    1,    9,10138,10158,   23,10120,    4,    2,    2,   70,   24,    7,   87,  100,    1,   74,   14,   22
  215,20190829,  253,   30,   35,   60,   11,   10,   21,  100,    9,  173,  105,   24,  223,   14,   73,   24,   67,   48, 1408,    2,    1,    1,    1,10193,10223,   22,10157,    3,    2,   23,   80,   13,    6,   85,  100,   24,   66,   13,   24
